Artist,Mood_emoji,Instrument,Era,Real_Artist,Genre,Energy,Main_Instrument
pyro kine,angry,piano,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
orin flux,sad,guitar,80s,Dorian,Indie Electronic,0.73,Synth
pyro kine,happy,dj,2010s,Son Rompe Pera,Marimba Punk,0.83,Marimba
juno vex,chill,bass,90s,Alizzz,Electronic Pop,0.71,Synth
viko ray,happy,drums,medieval,Ginebras,Indie Pop,0.75,Guitar
kiro blaze,angry,trumpet,futuristic,Lildami,Urban Hip Hop,0.74,Vocals
liora vale,chill,synth,70s,Rigoberta Bandini,Indie Pop,0.68,Vocals
eden bloom,chill,dj,medieval,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
ryo kaze,happy,violin,80s,Figa Flawas,Urban Pop Rap,0.79,Vocals
nova tide,sad,drums,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
dante cross,sad,violin,2000s,Mishima,Indie Rock,0.63,Vocals
eira flux,chill,drums,medieval,Zahara,Indie Pop,0.58,Vocals
dust canyon,chill,violin,classical,The Black Crowes,Blues Rock,0.78,Guitar
elara venn,angry,bass,medieval,Judeline,Pop,0.61,Vocals
nyra kade,happy,synth,2010s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
suri lane,sad,dj,classical,Stay Homas,Indie Pop,0.62,Guitar / Vocals
orin flux,happy,bass,classical,Dorian,Indie Electronic,0.73,Synth
eira flux,happy,guitar,2000s,Zahara,Indie Pop,0.58,Vocals
crimson echo,happy,piano,90s,Garbage,Alternative Rock,0.75,Vocals
vex orion,sad,drums,70s,Chico Blanco,Electronic,0.79,DJ
elara venn,happy,trumpet,medieval,Judeline,Pop,0.61,Vocals
eira flux,happy,synth,90s,Zahara,Indie Pop,0.58,Vocals
viko ray,happy,piano,2000s,Ginebras,Indie Pop,0.75,Guitar
mira solis,sad,violin,futuristic,Reneé Rapp,Pop,0.66,Vocals
bright hollow,sad,piano,classical,Two Door Cinema Club,Indie Rock,0.8,Guitar
dax nova,happy,synth,futuristic,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
luma skye,happy,trumpet,90s,Yami Safdie,Pop,0.55,Vocals
nyra kade,happy,trumpet,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
orion keys,chill,trumpet,90s,Jon Batiste,Jazz / Soul,0.6,Piano
dust canyon,sad,guitar,2010s,The Black Crowes,Blues Rock,0.78,Guitar
elias storm,happy,trumpet,2000s,Suede,Britpop,0.72,Vocals / Guitar
orion keys,sad,piano,medieval,Jon Batiste,Jazz / Soul,0.6,Piano
juno vex,sad,synth,90s,Alizzz,Electronic Pop,0.71,Synth
stone vale,chill,guitar,80s,Els Pets,Rock,0.69,Guitar
mira solis,chill,synth,90s,Reneé Rapp,Pop,0.66,Vocals
dust canyon,happy,dj,medieval,The Black Crowes,Blues Rock,0.78,Guitar
luna vex,happy,bass,classical,Mama Dousha,Electronic Pop,0.7,Synth
lena pulse,happy,synth,70s,Delaporte,Electronic Pop,0.78,Synth
nyx aura,angry,drums,medieval,Ven'nus,Alternative Pop,0.66,Vocals
noir signal,angry,trumpet,70s,Faithless,Electronic / Dance,0.88,Synth / DJ
dax nova,happy,violin,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
echo vant,chill,violin,medieval,Parquesvr,Post-Punk,0.76,Guitar
nyx aura,happy,piano,2000s,Ven'nus,Alternative Pop,0.66,Vocals
nyx aura,happy,trumpet,classical,Ven'nus,Alternative Pop,0.66,Vocals
vex orion,chill,violin,2010s,Chico Blanco,Electronic,0.79,DJ
zelka tano,happy,synth,2000s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
eira flux,happy,guitar,90s,Zahara,Indie Pop,0.58,Vocals
taro vale,angry,drums,2010s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
kiro blaze,chill,trumpet,70s,Lildami,Urban Hip Hop,0.74,Vocals
kai rio,angry,bass,2000s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
elias storm,chill,piano,80s,Suede,Britpop,0.72,Vocals / Guitar
mono chrome,sad,guitar,90s,The Hives,Garage Rock,0.9,Guitar
axel noir,angry,guitar,2000s,Ultraligera,Indie Rock,0.68,Guitar
sol vireo,chill,drums,futuristic,Sexenni,Pop Rock,0.72,Guitar
cora miel,sad,dj,medieval,Sadie Jean,Pop,0.52,Vocals
aqua lume,angry,violin,2010s,Polo & Pan,Electronic,0.62,Synth
orin flux,happy,violin,80s,Dorian,Indie Electronic,0.73,Synth
elias storm,chill,dj,70s,Suede,Britpop,0.72,Vocals / Guitar
vira nova,angry,dj,80s,Halsey,Alternative Pop,0.7,Vocals
crimson echo,happy,trumpet,80s,Garbage,Alternative Rock,0.75,Vocals
nox arden,happy,bass,classical,Sen Senra,Indie Pop,0.64,Vocals
crimson echo,sad,bass,80s,Garbage,Alternative Rock,0.75,Vocals
kiro blaze,happy,dj,80s,Lildami,Urban Hip Hop,0.74,Vocals
kai rio,chill,guitar,2000s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
riven skoll,chill,violin,medieval,Sidonie,Indie Rock,0.74,Guitar
nero pulse,sad,piano,2010s,31 FAM,Urban Trap,0.82,Vocals
axel noir,chill,piano,70s,Ultraligera,Indie Rock,0.68,Guitar
bright hollow,angry,violin,2000s,Two Door Cinema Club,Indie Rock,0.8,Guitar
vira nova,chill,guitar,2010s,Halsey,Alternative Pop,0.7,Vocals
cora miel,chill,violin,2010s,Sadie Jean,Pop,0.52,Vocals
cora miel,happy,synth,futuristic,Sadie Jean,Pop,0.52,Vocals
riven skoll,chill,bass,medieval,Sidonie,Indie Rock,0.74,Guitar
cora miel,sad,piano,futuristic,Sadie Jean,Pop,0.52,Vocals
elias storm,chill,synth,medieval,Suede,Britpop,0.72,Vocals / Guitar
nox arden,angry,piano,futuristic,Sen Senra,Indie Pop,0.64,Vocals
nyra kade,happy,synth,medieval,Sampa the Great,Hip Hop / Soul,0.73,Vocals
mono chrome,angry,violin,medieval,The Hives,Garage Rock,0.9,Guitar
noir signal,chill,bass,80s,Faithless,Electronic / Dance,0.88,Synth / DJ
pyro kine,happy,synth,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
cora miel,happy,piano,2010s,Sadie Jean,Pop,0.52,Vocals
dax nova,happy,piano,80s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
axel noir,happy,drums,90s,Ultraligera,Indie Rock,0.68,Guitar
orin flux,angry,bass,80s,Dorian,Indie Electronic,0.73,Synth
dax nova,sad,dj,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
nyx aura,chill,drums,70s,Ven'nus,Alternative Pop,0.66,Vocals
taro vale,happy,guitar,medieval,Ezra Collective,Jazz / Afrobeat,0.74,Drums
aqua lume,chill,trumpet,2010s,Polo & Pan,Electronic,0.62,Synth
mira cloud,happy,dj,2000s,The Cardigans,Alternative Pop,0.65,Vocals
kai rio,angry,dj,2000s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
orin flux,chill,violin,2000s,Dorian,Indie Electronic,0.73,Synth
luma skye,sad,bass,2010s,Yami Safdie,Pop,0.55,Vocals
axel noir,happy,guitar,70s,Ultraligera,Indie Rock,0.68,Guitar
mira cloud,sad,drums,2010s,The Cardigans,Alternative Pop,0.65,Vocals
nyx aura,chill,piano,2010s,Ven'nus,Alternative Pop,0.66,Vocals
ryo kaze,chill,piano,classical,Figa Flawas,Urban Pop Rap,0.79,Vocals
sora lyne,angry,drums,2000s,Sigrid,Pop,0.72,Vocals
riven skoll,chill,bass,80s,Sidonie,Indie Rock,0.74,Guitar
ryo kaze,chill,piano,futuristic,Figa Flawas,Urban Pop Rap,0.79,Vocals
crimson echo,happy,dj,futuristic,Garbage,Alternative Rock,0.75,Vocals
axel noir,happy,violin,2010s,Ultraligera,Indie Rock,0.68,Guitar
dante cross,chill,trumpet,futuristic,Mishima,Indie Rock,0.63,Vocals
axel noir,happy,bass,70s,Ultraligera,Indie Rock,0.68,Guitar
pyro kine,sad,trumpet,2000s,Son Rompe Pera,Marimba Punk,0.83,Marimba
taro vale,angry,trumpet,2000s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
zaya ice,happy,drums,classical,Flashy Ice Cream,Urban Trap,0.8,Vocals
suri lane,happy,violin,classical,Stay Homas,Indie Pop,0.62,Guitar / Vocals
orion keys,happy,trumpet,90s,Jon Batiste,Jazz / Soul,0.6,Piano
taro vale,sad,synth,medieval,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nox arden,sad,violin,70s,Sen Senra,Indie Pop,0.64,Vocals
vira nova,angry,violin,futuristic,Halsey,Alternative Pop,0.7,Vocals
eira flux,chill,drums,classical,Zahara,Indie Pop,0.58,Vocals
arlo kain,sad,trumpet,2000s,David Byrne,Art Rock,0.65,Vocals / Guitar
kai rio,chill,guitar,90s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
vex orion,happy,violin,2010s,Chico Blanco,Electronic,0.79,DJ
riven skoll,happy,piano,2010s,Sidonie,Indie Rock,0.74,Guitar
taro vale,happy,trumpet,70s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
zaya ice,sad,guitar,2010s,Flashy Ice Cream,Urban Trap,0.8,Vocals
cale rowan,sad,guitar,classical,La Ludwig Band,Folk Rock,0.67,Guitar
lena pulse,angry,drums,70s,Delaporte,Electronic Pop,0.78,Synth
cale rowan,sad,guitar,classical,La Ludwig Band,Folk Rock,0.67,Guitar
nova tide,chill,bass,classical,Midnight Generation,Funk / Disco,0.81,Synth
lumen riot,happy,synth,futuristic,Pixies,Alternative Rock,0.82,Guitar
nero pulse,sad,dj,70s,31 FAM,Urban Trap,0.82,Vocals
nyra kade,sad,bass,90s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
sol vireo,chill,drums,2000s,Sexenni,Pop Rock,0.72,Guitar
lena pulse,angry,dj,futuristic,Delaporte,Electronic Pop,0.78,Synth
sora lyne,chill,piano,classical,Sigrid,Pop,0.72,Vocals
kiro blaze,happy,guitar,futuristic,Lildami,Urban Hip Hop,0.74,Vocals
kael vorn,happy,synth,2000s,Jovanotti,Pop / World Music,0.77,Vocals
dante cross,happy,trumpet,80s,Mishima,Indie Rock,0.63,Vocals
orion keys,sad,bass,classical,Jon Batiste,Jazz / Soul,0.6,Piano
vira nova,happy,violin,70s,Halsey,Alternative Pop,0.7,Vocals
crimson echo,happy,piano,medieval,Garbage,Alternative Rock,0.75,Vocals
arlo kain,sad,violin,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
nox arden,angry,piano,70s,Sen Senra,Indie Pop,0.64,Vocals
viko ray,happy,bass,2000s,Ginebras,Indie Pop,0.75,Guitar
nero pulse,chill,synth,90s,31 FAM,Urban Trap,0.82,Vocals
nox arden,angry,bass,90s,Sen Senra,Indie Pop,0.64,Vocals
dax nova,sad,trumpet,90s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
sol vireo,sad,guitar,medieval,Sexenni,Pop Rock,0.72,Guitar
dax nova,sad,guitar,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
dante cross,happy,trumpet,classical,Mishima,Indie Rock,0.63,Vocals
rex volta,sad,drums,2010s,Meute,Techno Brass,0.86,Brass
zaya ice,happy,guitar,medieval,Flashy Ice Cream,Urban Trap,0.8,Vocals
luma skye,angry,trumpet,2010s,Yami Safdie,Pop,0.55,Vocals
zelka tano,sad,bass,futuristic,Bomba Estéreo,Electro Cumbia,0.85,Vocals
arlo kain,angry,synth,classical,David Byrne,Art Rock,0.65,Vocals / Guitar
eden bloom,sad,drums,medieval,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
ryo kaze,angry,guitar,90s,Figa Flawas,Urban Pop Rap,0.79,Vocals
noir signal,happy,piano,2010s,Faithless,Electronic / Dance,0.88,Synth / DJ
bright hollow,sad,synth,2000s,Two Door Cinema Club,Indie Rock,0.8,Guitar
liora vale,angry,dj,classical,Rigoberta Bandini,Indie Pop,0.68,Vocals
zelka tano,sad,trumpet,70s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
lily drift,chill,violin,2010s,Chiquita Movida,Indie Pop,0.6,Vocals
lena pulse,angry,drums,medieval,Delaporte,Electronic Pop,0.78,Synth
luma skye,sad,synth,2010s,Yami Safdie,Pop,0.55,Vocals
pyro kine,happy,dj,70s,Son Rompe Pera,Marimba Punk,0.83,Marimba
nyx aura,chill,guitar,70s,Ven'nus,Alternative Pop,0.66,Vocals
dante cross,chill,trumpet,medieval,Mishima,Indie Rock,0.63,Vocals
lena pulse,happy,violin,classical,Delaporte,Electronic Pop,0.78,Synth
juno vex,happy,drums,90s,Alizzz,Electronic Pop,0.71,Synth
stone vale,happy,synth,classical,Els Pets,Rock,0.69,Guitar
suri lane,happy,trumpet,70s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
eira flux,happy,guitar,80s,Zahara,Indie Pop,0.58,Vocals
rex volta,sad,violin,medieval,Meute,Techno Brass,0.86,Brass
noir signal,chill,dj,2010s,Faithless,Electronic / Dance,0.88,Synth / DJ
zelka tano,happy,guitar,classical,Bomba Estéreo,Electro Cumbia,0.85,Vocals
vira nova,happy,guitar,futuristic,Halsey,Alternative Pop,0.7,Vocals
mono chrome,angry,synth,futuristic,The Hives,Garage Rock,0.9,Guitar
sol vireo,sad,dj,futuristic,Sexenni,Pop Rock,0.72,Guitar
aqua lume,happy,violin,80s,Polo & Pan,Electronic,0.62,Synth
elias storm,angry,dj,medieval,Suede,Britpop,0.72,Vocals / Guitar
kael vorn,chill,bass,2000s,Jovanotti,Pop / World Music,0.77,Vocals
sol vireo,angry,drums,70s,Sexenni,Pop Rock,0.72,Guitar
lena pulse,sad,violin,2000s,Delaporte,Electronic Pop,0.78,Synth
elias storm,happy,bass,80s,Suede,Britpop,0.72,Vocals / Guitar
nox arden,happy,dj,2010s,Sen Senra,Indie Pop,0.64,Vocals
luna vex,sad,drums,2000s,Mama Dousha,Electronic Pop,0.7,Synth
nyra kade,sad,piano,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
elias storm,sad,piano,80s,Suede,Britpop,0.72,Vocals / Guitar
eden bloom,sad,guitar,80s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
zaya ice,chill,dj,futuristic,Flashy Ice Cream,Urban Trap,0.8,Vocals
mira cloud,happy,bass,2000s,The Cardigans,Alternative Pop,0.65,Vocals
lily drift,angry,violin,70s,Chiquita Movida,Indie Pop,0.6,Vocals
suri lane,happy,trumpet,80s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
kiro blaze,sad,drums,futuristic,Lildami,Urban Hip Hop,0.74,Vocals
echo vant,angry,dj,classical,Parquesvr,Post-Punk,0.76,Guitar
arlo kain,sad,synth,futuristic,David Byrne,Art Rock,0.65,Vocals / Guitar
axel noir,chill,drums,90s,Ultraligera,Indie Rock,0.68,Guitar
zelka tano,angry,dj,medieval,Bomba Estéreo,Electro Cumbia,0.85,Vocals
kiro blaze,angry,guitar,2000s,Lildami,Urban Hip Hop,0.74,Vocals
pyro kine,chill,violin,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
dante cross,happy,piano,medieval,Mishima,Indie Rock,0.63,Vocals
orion keys,happy,bass,90s,Jon Batiste,Jazz / Soul,0.6,Piano
eden bloom,happy,synth,2010s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
bright hollow,happy,dj,90s,Two Door Cinema Club,Indie Rock,0.8,Guitar
nero pulse,chill,violin,90s,31 FAM,Urban Trap,0.82,Vocals
nyx aura,sad,piano,2000s,Ven'nus,Alternative Pop,0.66,Vocals
axel noir,happy,bass,2010s,Ultraligera,Indie Rock,0.68,Guitar
dax nova,sad,synth,80s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
ryo kaze,chill,violin,90s,Figa Flawas,Urban Pop Rap,0.79,Vocals
riven skoll,chill,piano,90s,Sidonie,Indie Rock,0.74,Guitar
taro vale,sad,guitar,futuristic,Ezra Collective,Jazz / Afrobeat,0.74,Drums
dante cross,sad,bass,80s,Mishima,Indie Rock,0.63,Vocals
cale rowan,sad,violin,2000s,La Ludwig Band,Folk Rock,0.67,Guitar
aqua lume,happy,violin,futuristic,Polo & Pan,Electronic,0.62,Synth
mira cloud,chill,dj,2010s,The Cardigans,Alternative Pop,0.65,Vocals
orion keys,angry,drums,70s,Jon Batiste,Jazz / Soul,0.6,Piano
mono chrome,sad,synth,futuristic,The Hives,Garage Rock,0.9,Guitar
suri lane,happy,synth,70s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
pyro kine,chill,drums,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
nyx aura,angry,trumpet,medieval,Ven'nus,Alternative Pop,0.66,Vocals
mira cloud,angry,bass,medieval,The Cardigans,Alternative Pop,0.65,Vocals
sol vireo,chill,piano,classical,Sexenni,Pop Rock,0.72,Guitar
riven skoll,happy,dj,90s,Sidonie,Indie Rock,0.74,Guitar
taro vale,happy,trumpet,80s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
taro vale,happy,dj,70s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
mina rose,angry,guitar,classical,Mushkaa,Urban Pop,0.68,Vocals
elias storm,chill,violin,90s,Suede,Britpop,0.72,Vocals / Guitar
pyro kine,sad,piano,2010s,Son Rompe Pera,Marimba Punk,0.83,Marimba
vira nova,sad,drums,70s,Halsey,Alternative Pop,0.7,Vocals
mono chrome,sad,synth,2010s,The Hives,Garage Rock,0.9,Guitar
axel noir,chill,trumpet,90s,Ultraligera,Indie Rock,0.68,Guitar
bright hollow,chill,guitar,80s,Two Door Cinema Club,Indie Rock,0.8,Guitar
liora vale,happy,synth,90s,Rigoberta Bandini,Indie Pop,0.68,Vocals
dax nova,sad,violin,medieval,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
nero pulse,chill,bass,2010s,31 FAM,Urban Trap,0.82,Vocals
cora miel,happy,trumpet,2000s,Sadie Jean,Pop,0.52,Vocals
eden bloom,happy,synth,2010s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
lumen riot,angry,piano,classical,Pixies,Alternative Rock,0.82,Guitar
orion keys,happy,bass,futuristic,Jon Batiste,Jazz / Soul,0.6,Piano
dax nova,happy,bass,2010s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
luma skye,chill,drums,2000s,Yami Safdie,Pop,0.55,Vocals
orin flux,happy,piano,2010s,Dorian,Indie Electronic,0.73,Synth
mina rose,happy,synth,futuristic,Mushkaa,Urban Pop,0.68,Vocals
lily drift,happy,bass,90s,Chiquita Movida,Indie Pop,0.6,Vocals
dax nova,happy,drums,70s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
nova tide,happy,bass,80s,Midnight Generation,Funk / Disco,0.81,Synth
kael vorn,happy,piano,2010s,Jovanotti,Pop / World Music,0.77,Vocals
kael vorn,happy,dj,2010s,Jovanotti,Pop / World Music,0.77,Vocals
nova tide,happy,piano,2010s,Midnight Generation,Funk / Disco,0.81,Synth
vex orion,sad,piano,70s,Chico Blanco,Electronic,0.79,DJ
nox arden,angry,synth,80s,Sen Senra,Indie Pop,0.64,Vocals
orin flux,happy,guitar,90s,Dorian,Indie Electronic,0.73,Synth
lena pulse,chill,bass,medieval,Delaporte,Electronic Pop,0.78,Synth
mira solis,chill,piano,2010s,Reneé Rapp,Pop,0.66,Vocals
lena pulse,angry,violin,medieval,Delaporte,Electronic Pop,0.78,Synth
taro vale,happy,trumpet,80s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
sol vireo,sad,trumpet,futuristic,Sexenni,Pop Rock,0.72,Guitar
mono chrome,sad,drums,70s,The Hives,Garage Rock,0.9,Guitar
echo vant,chill,dj,80s,Parquesvr,Post-Punk,0.76,Guitar
crimson echo,sad,bass,medieval,Garbage,Alternative Rock,0.75,Vocals
orin flux,sad,guitar,2000s,Dorian,Indie Electronic,0.73,Synth
noir signal,chill,trumpet,2010s,Faithless,Electronic / Dance,0.88,Synth / DJ
luna vex,chill,trumpet,2010s,Mama Dousha,Electronic Pop,0.7,Synth
dax nova,angry,dj,80s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
lena pulse,happy,synth,80s,Delaporte,Electronic Pop,0.78,Synth
nova tide,angry,violin,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
cora miel,chill,trumpet,2010s,Sadie Jean,Pop,0.52,Vocals
nyra kade,sad,synth,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
viko ray,sad,guitar,2000s,Ginebras,Indie Pop,0.75,Guitar
kael vorn,chill,piano,futuristic,Jovanotti,Pop / World Music,0.77,Vocals
arlo kain,chill,dj,classical,David Byrne,Art Rock,0.65,Vocals / Guitar
mono chrome,happy,violin,70s,The Hives,Garage Rock,0.9,Guitar
arlo kain,angry,bass,70s,David Byrne,Art Rock,0.65,Vocals / Guitar
mina rose,happy,piano,2010s,Mushkaa,Urban Pop,0.68,Vocals
eira flux,happy,dj,90s,Zahara,Indie Pop,0.58,Vocals
crimson echo,happy,violin,90s,Garbage,Alternative Rock,0.75,Vocals
vira nova,chill,piano,2010s,Halsey,Alternative Pop,0.7,Vocals
kai rio,chill,violin,futuristic,The Tyets,Urban Pop Reggaeton,0.81,Vocals
kai rio,happy,drums,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
viko ray,sad,drums,70s,Ginebras,Indie Pop,0.75,Guitar
kiro blaze,sad,guitar,90s,Lildami,Urban Hip Hop,0.74,Vocals
mira solis,angry,synth,90s,Reneé Rapp,Pop,0.66,Vocals
mira cloud,happy,guitar,futuristic,The Cardigans,Alternative Pop,0.65,Vocals
pyro kine,chill,guitar,medieval,Son Rompe Pera,Marimba Punk,0.83,Marimba
orion keys,sad,violin,2010s,Jon Batiste,Jazz / Soul,0.6,Piano
nova tide,chill,synth,2000s,Midnight Generation,Funk / Disco,0.81,Synth
mira solis,happy,piano,classical,Reneé Rapp,Pop,0.66,Vocals
zelka tano,sad,trumpet,2010s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
pyro kine,happy,trumpet,90s,Son Rompe Pera,Marimba Punk,0.83,Marimba
luna vex,chill,bass,futuristic,Mama Dousha,Electronic Pop,0.7,Synth
viko ray,happy,synth,90s,Ginebras,Indie Pop,0.75,Guitar
cale rowan,sad,violin,2010s,La Ludwig Band,Folk Rock,0.67,Guitar
orin flux,happy,guitar,70s,Dorian,Indie Electronic,0.73,Synth
arlo kain,angry,drums,medieval,David Byrne,Art Rock,0.65,Vocals / Guitar
viko ray,happy,trumpet,classical,Ginebras,Indie Pop,0.75,Guitar
elias storm,happy,trumpet,2000s,Suede,Britpop,0.72,Vocals / Guitar
mira solis,sad,trumpet,futuristic,Reneé Rapp,Pop,0.66,Vocals
dax nova,chill,bass,90s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
sora lyne,sad,drums,classical,Sigrid,Pop,0.72,Vocals
nyra kade,happy,guitar,classical,Sampa the Great,Hip Hop / Soul,0.73,Vocals
viko ray,happy,violin,90s,Ginebras,Indie Pop,0.75,Guitar
mira solis,sad,bass,classical,Reneé Rapp,Pop,0.66,Vocals
viko ray,chill,trumpet,medieval,Ginebras,Indie Pop,0.75,Guitar
eira flux,chill,synth,70s,Zahara,Indie Pop,0.58,Vocals
bright hollow,chill,bass,2010s,Two Door Cinema Club,Indie Rock,0.8,Guitar
kael vorn,happy,bass,2000s,Jovanotti,Pop / World Music,0.77,Vocals
lily drift,sad,dj,70s,Chiquita Movida,Indie Pop,0.6,Vocals
stone vale,happy,bass,90s,Els Pets,Rock,0.69,Guitar
nox arden,happy,dj,classical,Sen Senra,Indie Pop,0.64,Vocals
elara venn,chill,guitar,2000s,Judeline,Pop,0.61,Vocals
orion keys,happy,violin,classical,Jon Batiste,Jazz / Soul,0.6,Piano
zelka tano,angry,synth,classical,Bomba Estéreo,Electro Cumbia,0.85,Vocals
sora lyne,angry,violin,2010s,Sigrid,Pop,0.72,Vocals
nero pulse,happy,synth,70s,31 FAM,Urban Trap,0.82,Vocals
kael vorn,happy,synth,futuristic,Jovanotti,Pop / World Music,0.77,Vocals
vira nova,sad,trumpet,2010s,Halsey,Alternative Pop,0.7,Vocals
luna vex,happy,violin,classical,Mama Dousha,Electronic Pop,0.7,Synth
nyra kade,chill,synth,70s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
kael vorn,chill,violin,90s,Jovanotti,Pop / World Music,0.77,Vocals
rex volta,angry,violin,2000s,Meute,Techno Brass,0.86,Brass
orin flux,sad,bass,futuristic,Dorian,Indie Electronic,0.73,Synth
mira cloud,sad,piano,2010s,The Cardigans,Alternative Pop,0.65,Vocals
juno vex,chill,bass,2010s,Alizzz,Electronic Pop,0.71,Synth
zelka tano,chill,dj,2010s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
cora miel,chill,drums,medieval,Sadie Jean,Pop,0.52,Vocals
arlo kain,chill,drums,90s,David Byrne,Art Rock,0.65,Vocals / Guitar
juno vex,angry,synth,medieval,Alizzz,Electronic Pop,0.71,Synth
dust canyon,happy,dj,futuristic,The Black Crowes,Blues Rock,0.78,Guitar
luna vex,happy,piano,medieval,Mama Dousha,Electronic Pop,0.7,Synth
nyra kade,chill,bass,medieval,Sampa the Great,Hip Hop / Soul,0.73,Vocals
crimson echo,happy,synth,classical,Garbage,Alternative Rock,0.75,Vocals
taro vale,chill,piano,80s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
zelka tano,happy,drums,classical,Bomba Estéreo,Electro Cumbia,0.85,Vocals
echo vant,sad,guitar,80s,Parquesvr,Post-Punk,0.76,Guitar
dust canyon,sad,synth,70s,The Black Crowes,Blues Rock,0.78,Guitar
dante cross,chill,guitar,2010s,Mishima,Indie Rock,0.63,Vocals
kai rio,angry,trumpet,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
dante cross,happy,trumpet,70s,Mishima,Indie Rock,0.63,Vocals
juno vex,angry,drums,2010s,Alizzz,Electronic Pop,0.71,Synth
elara venn,chill,piano,70s,Judeline,Pop,0.61,Vocals
noir signal,angry,bass,2000s,Faithless,Electronic / Dance,0.88,Synth / DJ
ryo kaze,sad,dj,80s,Figa Flawas,Urban Pop Rap,0.79,Vocals
pyro kine,happy,dj,90s,Son Rompe Pera,Marimba Punk,0.83,Marimba
nox arden,sad,trumpet,2010s,Sen Senra,Indie Pop,0.64,Vocals
luma skye,happy,guitar,medieval,Yami Safdie,Pop,0.55,Vocals
kiro blaze,sad,piano,2010s,Lildami,Urban Hip Hop,0.74,Vocals
lumen riot,happy,piano,futuristic,Pixies,Alternative Rock,0.82,Guitar
eira flux,angry,guitar,classical,Zahara,Indie Pop,0.58,Vocals
echo vant,angry,synth,2010s,Parquesvr,Post-Punk,0.76,Guitar
